Date,Hour,Date : Hour hours,Cell Name,Downtime,TCH Drop rate,TCH Drops,TCH Congestion,SD Congestion,Traffic,Utilization,SS Drops,Qual Drops,TA Drops,Other Drops
19/06/2019,14,19/06/2019 : 14  hours,37151,0,0.04,21,0,0,0,0,1,10,8,2
19/06/2019,14,19/06/2019 : 14  hours,31161,0,0.73,28,0,0,20.4,34,8,9,6,5
19/06/2019,14,19/06/2019 : 14  hours,21131,0,0.16,27,0,0,4.2,7,5,3,9,10
19/06/2019,14,19/06/2019 : 14  hours,28361,0,0.16,15,0,0,8.4,14,5,2,2,6
19/06/2019,14,19/06/2019 : 14  hours,23611,0,0.97,4,0,0,10.8,18,1,0,3,0
19/06/2019,14,19/06/2019 : 14  hours,32021,0,0.54,13,0,0,22.2,37,2,1,5,5
19/06/2019,14,19/06/2019 : 14  hours,39241,0,0.75,18,0,0,22.8,38,3,3,7,5
19/06/2019,14,19/06/2019 : 14  hours,18741,0,0.32,18,0,0,19.2,32,1,0,7,10
19/06/2019,14,19/06/2019 : 14  hours,30051,0,0.89,16,0,0,6.6,11,9,0,1,6
19/06/2019,14,19/06/2019 : 14  hours,12461,0,0.97,18,0,0,12,20,3,2,8,5
19/06/2019,14,19/06/2019 : 14  hours,19561,0,0.91,23,0,0,18,30,4,3,7,9
19/06/2019,14,19/06/2019 : 14  hours,39121,0,0.06,15,0,0,16.2,27,4,0,3,8
19/06/2019,14,19/06/2019 : 14  hours,10042,0,0.38,25,0,0,11.4,19,8,8,3,6
19/06/2019,14,19/06/2019 : 14  hours,12562,0,0,16,0,0,4.8,8,0,1,8,7
19/06/2019,14,19/06/2019 : 14  hours,26092,0,0.08,19,0,0,15.6,26,1,8,3,7
19/06/2019,14,19/06/2019 : 14  hours,31142,0,0.4,29,0,0,6,10,10,4,6,9
19/06/2019,14,19/06/2019 : 14  hours,34152,0,0.84,25,0,0,1.2,2,6,9,8,2
19/06/2019,14,19/06/2019 : 14  hours,31032,0,0.82,12,0,0,20.4,34,1,1,2,8
19/06/2019,14,19/06/2019 : 14  hours,26112,0,0.84,13,0,0,25.2,42,1,1,2,9
19/06/2019,14,19/06/2019 : 14  hours,32012,0,0.04,28,0,0,17.4,29,4,5,10,9
19/06/2019,14,19/06/2019 : 14  hours,11282,0,0.37,21,0,0,1.8,3,4,7,10,0
19/06/2019,14,19/06/2019 : 14  hours,23142,0,0.01,19,0,0,4.8,8,8,4,3,4
19/06/2019,14,19/06/2019 : 14  hours,35362,0,0.39,32,0,0,27,45,7,7,8,10
19/06/2019,14,19/06/2019 : 14  hours,20062,0,0.86,28,0,0,9.6,16,5,6,10,7
19/06/2019,14,19/06/2019 : 14  hours,37152,0,0.61,29,0,0,7.2,12,7,8,7,7
19/06/2019,14,19/06/2019 : 14  hours,31162,0,0.14,14,0,0,1.8,3,2,1,2,9
19/06/2019,14,19/06/2019 : 14  hours,21132,0,0.8,28,0,0,24,40,9,8,9,2
19/06/2019,14,19/06/2019 : 14  hours,28362,0,0.66,16,0,0,1.8,3,7,0,0,9
19/06/2019,14,19/06/2019 : 14  hours,23612,0,0.94,12,0,0,2.4,4,7,2,2,1
19/06/2019,14,19/06/2019 : 14  hours,32022,0,0.53,16,0,0,10.2,17,6,0,10,0
19/06/2019,14,19/06/2019 : 14  hours,39242,0,0.2,24,0,0,7.8,13,2,8,4,10
19/06/2019,14,19/06/2019 : 14  hours,18742,0,0.94,24,0,0,15.6,26,8,9,2,5
19/06/2019,14,19/06/2019 : 14  hours,30052,0,0.76,16,0,0,6.6,11,0,5,6,5
19/06/2019,14,19/06/2019 : 14  hours,12462,0,0.09,29,0,0,22.2,37,8,3,10,8
19/06/2019,14,19/06/2019 : 14  hours,19562,0,0.77,21,0,0,20.4,34,9,4,1,7
19/06/2019,14,19/06/2019 : 14  hours,39122,0,0.58,19,0,0,16.2,27,8,0,8,3
19/06/2019,14,19/06/2019 : 14  hours,10043,0,0.09,15,0,0,1.2,2,8,4,1,2
19/06/2019,14,19/06/2019 : 14  hours,12563,0,0.24,15,0,0,0,0,0,6,6,3
19/06/2019,14,19/06/2019 : 14  hours,26093,0,0.29,17,0,0,3,5,6,0,5,6
19/06/2019,14,19/06/2019 : 14  hours,31143,0,0,36,0,0,18,30,9,8,9,10
19/06/2019,14,19/06/2019 : 14  hours,34153,0,0.05,21,0,0,15,25,7,0,10,4
19/06/2019,14,19/06/2019 : 14  hours,31033,0,0.48,15,0,0,13.2,22,7,0,8,0
19/06/2019,14,19/06/2019 : 14  hours,26113,0,0.49,13,0,0,18.6,31,3,5,4,1
19/06/2019,14,19/06/2019 : 14  hours,32013,0,0.95,23,0,0,19.8,33,10,2,4,7
19/06/2019,14,19/06/2019 : 14  hours,11283,0,0.61,16,0,0,1.2,2,1,8,2,5
19/06/2019,14,19/06/2019 : 14  hours,23143,0,0.24,22,0,0,3.6,6,8,8,0,6
19/06/2019,14,19/06/2019 : 14  hours,35363,0,0.98,14,0,0,19.2,32,3,5,1,5
19/06/2019,14,19/06/2019 : 14  hours,20063,0,0.86,20,0,0,16.8,28,5,0,5,10
19/06/2019,14,19/06/2019 : 14  hours,37153,0,0.43,22,0,0,3,5,2,8,9,3
19/06/2019,14,19/06/2019 : 14  hours,31163,0,0.95,10,0,0,27,45,0,1,5,4
19/06/2019,14,19/06/2019 : 14  hours,21133,0,0.92,6,0,0,16.8,28,0,3,0,3
19/06/2019,14,19/06/2019 : 14  hours,28363,0,0.52,18,0,0,14.4,24,5,3,7,3
19/06/2019,14,19/06/2019 : 14  hours,23613,0,0.32,20,0,0,7.8,13,5,3,10,2
19/06/2019,14,19/06/2019 : 14  hours,32023,0,0.98,17,0,0,22.8,38,5,0,10,2
19/06/2019,14,19/06/2019 : 14  hours,39243,0,0.15,6,0,0,15.6,26,0,1,1,4
19/06/2019,14,19/06/2019 : 14  hours,18743,0,0.11,21,0,0,7.2,12,9,6,3,3
19/06/2019,14,19/06/2019 : 14  hours,30053,0,0.57,17,0,0,9,15,6,0,10,1
19/06/2019,14,19/06/2019 : 14  hours,12463,0,0.52,26,0,0,24.6,41,2,9,6,9
19/06/2019,14,19/06/2019 : 14  hours,19563,0,0.17,21,0,0,4.8,8,1,4,7,9
19/06/2019,14,19/06/2019 : 14  hours,39123,0,0.06,27,0,0,26.4,44,7,4,6,10
19/06/2019,15,19/06/2019 : 15  hours,10041,0,0.82,10,0,0,13.8,23,0,0,7,3
19/06/2019,15,19/06/2019 : 15  hours,12561,0,0.42,15,0,0,8.4,14,5,6,4,0
19/06/2019,15,19/06/2019 : 15  hours,26091,0,0.46,20,0,0,7.2,12,8,6,4,2
19/06/2019,15,19/06/2019 : 15  hours,31141,0,0.88,9,0,0,7.2,12,3,0,3,3
19/06/2019,15,19/06/2019 : 15  hours,34151,0,0.98,23,0,0,3,5,5,4,6,8
19/06/2019,15,19/06/2019 : 15  hours,31031,0,0.46,19,0,0,6,10,6,4,7,2
19/06/2019,15,19/06/2019 : 15  hours,26111,0,0.2,15,0,0,11.4,19,3,4,4,4
19/06/2019,15,19/06/2019 : 15  hours,32011,0,0.35,23,0,0,24,40,4,2,9,8
19/06/2019,15,19/06/2019 : 15  hours,11281,0,0.13,19,0,0,16.2,27,7,1,6,5
19/06/2019,15,19/06/2019 : 15  hours,23141,0,0.1,28,0,0,14.4,24,9,4,5,10
19/06/2019,15,19/06/2019 : 15  hours,35361,0,0.59,21,0,0,3,5,5,10,3,3
19/06/2019,15,19/06/2019 : 15  hours,20061,0,0.5,13,0,0,9.6,16,2,2,6,3
19/06/2019,15,19/06/2019 : 15  hours,37151,0,0.77,32,0,0,4.2,7,5,10,8,9
19/06/2019,15,19/06/2019 : 15  hours,31161,0,0.02,10,0,0,16.2,27,4,2,2,2
19/06/2019,15,19/06/2019 : 15  hours,21131,0,0.14,21,0,0,26.4,44,2,5,8,6
19/06/2019,15,19/06/2019 : 15  hours,28361,0,0.9,29,0,0,22.8,38,1,10,10,8
19/06/2019,15,19/06/2019 : 15  hours,23611,0,0.4,25,0,0,24.6,41,3,5,7,10
19/06/2019,15,19/06/2019 : 15  hours,32021,0,0.87,12,0,0,6.6,11,1,7,4,0
19/06/2019,15,19/06/2019 : 15  hours,39241,0,0.81,27,0,0,3.6,6,7,3,9,8
19/06/2019,15,19/06/2019 : 15  hours,18741,0,0.02,21,0,0,14.4,24,7,5,2,7
19/06/2019,15,19/06/2019 : 15  hours,30051,0,0.4,16,0,0,0.6,1,8,2,3,3
19/06/2019,15,19/06/2019 : 15  hours,12461,0,0.34,33,0,0,14.4,24,10,9,9,5
19/06/2019,15,19/06/2019 : 15  hours,19561,0,0.07,17,0,0,21,35,0,7,7,3
19/06/2019,15,19/06/2019 : 15  hours,39121,0,0.78,8,0,0,24.6,41,0,5,0,3
19/06/2019,15,19/06/2019 : 15  hours,10042,0,0.53,21,0,0,8.4,14,9,0,2,10
19/06/2019,15,19/06/2019 : 15  hours,12562,0,0.46,26,0,0,11.4,19,6,10,2,8
19/06/2019,15,19/06/2019 : 15  hours,26092,0,0.92,8,0,0,24.6,41,1,6,0,1
19/06/2019,15,19/06/2019 : 15  hours,31142,0,0.43,13,0,0,4.2,7,1,7,1,4
19/06/2019,15,19/06/2019 : 15  hours,34152,0,0.05,33,0,0,1.2,2,9,10,4,10
19/06/2019,15,19/06/2019 : 15  hours,31032,0,0.5,27,0,0,23.4,39,8,6,3,10
19/06/2019,15,19/06/2019 : 15  hours,26112,0,0.19,23,0,0,18.6,31,8,6,3,6
19/06/2019,15,19/06/2019 : 15  hours,32012,0,0.03,18,0,0,10.2,17,1,10,6,1
19/06/2019,15,19/06/2019 : 15  hours,11282,0,0.37,25,0,0,26.4,44,8,8,9,0
19/06/2019,15,19/06/2019 : 15  hours,23142,0,0.24,6,0,0,9.6,16,1,4,0,1
19/06/2019,15,19/06/2019 : 15  hours,35362,0,0.27,37,0,0,11.4,19,10,10,7,10
19/06/2019,15,19/06/2019 : 15  hours,20062,0,0.18,18,0,0,24.6,41,2,8,2,6
19/06/2019,15,19/06/2019 : 15  hours,37152,0,0.88,27,0,0,17.4,29,9,3,8,7
19/06/2019,15,19/06/2019 : 15  hours,31162,0,0.31,12,0,0,16.2,27,1,5,6,0
19/06/2019,15,19/06/2019 : 15  hours,21132,0,0.23,17,0,0,7.2,12,4,0,7,6
19/06/2019,15,19/06/2019 : 15  hours,28362,0,0.15,19,0,0,12,20,7,2,9,1
19/06/2019,15,19/06/2019 : 15  hours,23612,0,0.76,10,0,0,10.2,17,1,0,4,5
19/06/2019,15,19/06/2019 : 15  hours,32022,0,0.66,22,0,0,4.2,7,8,6,2,6
19/06/2019,15,19/06/2019 : 15  hours,39242,0,0.29,21,0,0,2.4,4,1,8,8,4
19/06/2019,15,19/06/2019 : 15  hours,18742,0,0.06,20,0,0,7.8,13,2,8,6,4
19/06/2019,15,19/06/2019 : 15  hours,30052,0,0.08,25,0,0,22.2,37,7,8,1,9
19/06/2019,15,19/06/2019 : 15  hours,12462,0,0.14,28,0,0,22.8,38,8,10,2,8
19/06/2019,15,19/06/2019 : 15  hours,19562,0,0.26,35,0,0,9.6,16,6,10,10,9
19/06/2019,15,19/06/2019 : 15  hours,39122,0,0.33,19,0,0,19.8,33,5,6,2,6
19/06/2019,15,19/06/2019 : 15  hours,10043,0,0.15,30,0,0,3,5,4,8,10,8
19/06/2019,15,19/06/2019 : 15  hours,12563,0,0.82,24,0,0,9,15,7,9,6,2
19/06/2019,15,19/06/2019 : 15  hours,26093,0,0.28,33,0,0,10.2,17,10,5,9,9
19/06/2019,15,19/06/2019 : 15  hours,31143,0,0.8,26,0,0,14.4,24,4,5,10,7
19/06/2019,15,19/06/2019 : 15  hours,34153,0,0.82,19,0,0,14.4,24,5,3,3,8
19/06/2019,15,19/06/2019 : 15  hours,31033,0,0.69,24,0,0,7.8,13,7,3,6,8
19/06/2019,15,19/06/2019 : 15  hours,26113,0,0.86,18,0,0,11.4,19,2,9,0,7
19/06/2019,15,19/06/2019 : 15  hours,32013,0,0.4,17,0,0,8.4,14,6,10,1,0
19/06/2019,15,19/06/2019 : 15  hours,11283,0,0.83,18,0,0,18.6,31,3,8,7,0
19/06/2019,15,19/06/2019 : 15  hours,23143,0,0.83,8,0,0,3.6,6,8,0,0,0
19/06/2019,15,19/06/2019 : 15  hours,35363,0,0.05,21,0,0,18.6,31,8,1,5,7
19/06/2019,15,19/06/2019 : 15  hours,20063,0,0.23,23,0,0,22.8,38,9,3,1,10
19/06/2019,15,19/06/2019 : 15  hours,37153,0,0.3,16,0,0,18,30,9,0,6,1
19/06/2019,15,19/06/2019 : 15  hours,31163,0,0.95,22,0,0,3,5,7,6,7,2
19/06/2019,15,19/06/2019 : 15  hours,21133,0,0.64,21,0,0,6.6,11,10,0,3,8
19/06/2019,15,19/06/2019 : 15  hours,28363,0,0.53,23,0,0,25.2,42,7,5,7,4
19/06/2019,15,19/06/2019 : 15  hours,23613,0,0.95,28,0,0,18.6,31,8,7,7,6
19/06/2019,15,19/06/2019 : 15  hours,32023,0,0.5,25,0,0,15.6,26,8,9,6,2
19/06/2019,15,19/06/2019 : 15  hours,39243,0,0.11,29,0,0,12,20,9,10,0,10
19/06/2019,15,19/06/2019 : 15  hours,18743,0,0.19,19,0,0,3,5,10,9,0,0
19/06/2019,15,19/06/2019 : 15  hours,30053,0,0.04,23,0,0,18.6,31,8,2,7,6
19/06/2019,15,19/06/2019 : 15  hours,12463,0,0.87,31,0,0,9.6,16,9,9,8,5
19/06/2019,15,19/06/2019 : 15  hours,19563,0,0.32,17,0,0,4.2,7,2,7,0,8
19/06/2019,15,19/06/2019 : 15  hours,39123,0,0.41,31,0,0,1.8,3,9,9,6,7
19/06/2019,16,19/06/2019 : 16  hours,10041,0,1,23,0,0,0.6,1,3,10,6,4
19/06/2019,16,19/06/2019 : 16  hours,12561,0,0.05,17,0,0,3,5,1,5,7,4
19/06/2019,16,19/06/2019 : 16  hours,26091,0,0.92,22,0,0,5.4,9,9,2,7,4
19/06/2019,16,19/06/2019 : 16  hours,31141,0,0.41,23,0,0,24.6,41,9,4,8,2
19/06/2019,16,19/06/2019 : 16  hours,34151,0,0.31,15,0,0,12.6,21,4,4,6,1
19/06/2019,16,19/06/2019 : 16  hours,31031,0,0.75,30,0,0,1.8,3,5,7,10,8
19/06/2019,16,19/06/2019 : 16  hours,26111,0,0.55,32,0,0,25.2,42,10,9,9,4
19/06/2019,16,19/06/2019 : 16  hours,32011,0,0.53,18,0,0,24.6,41,6,2,6,4
19/06/2019,16,19/06/2019 : 16  hours,11281,0,0.83,14,0,0,3.6,6,0,5,3,6
19/06/2019,16,19/06/2019 : 16  hours,23141,0,0.35,25,0,0,13.2,22,6,4,5,10
19/06/2019,16,19/06/2019 : 16  hours,35361,0,0.59,17,0,0,13.8,23,2,6,6,3
19/06/2019,16,19/06/2019 : 16  hours,20061,0,0.32,20,0,0,1.8,3,6,7,2,5
19/06/2019,16,19/06/2019 : 16  hours,37151,0,0.83,17,0,0,15.6,26,5,1,7,4
19/06/2019,16,19/06/2019 : 16  hours,31161,0,0.65,19,0,0,3.6,6,3,1,10,5
19/06/2019,16,19/06/2019 : 16  hours,21131,0,0.43,6,0,0,20.4,34,0,3,1,2
19/06/2019,16,19/06/2019 : 16  hours,28361,0,0.58,19,0,0,13.8,23,0,10,2,7
19/06/2019,16,19/06/2019 : 16  hours,23611,0,0.39,28,0,0,19.8,33,10,9,2,7
19/06/2019,16,19/06/2019 : 16  hours,32021,0,0.41,17,0,0,13.2,22,0,5,2,10
19/06/2019,16,19/06/2019 : 16  hours,39241,0,0.55,23,0,0,1.8,3,10,7,6,0
19/06/2019,16,19/06/2019 : 16  hours,18741,0,0.27,19,0,0,21,35,10,5,4,0
19/06/2019,16,19/06/2019 : 16  hours,30051,0,0.13,25,0,0,0.6,1,7,5,5,8
19/06/2019,16,19/06/2019 : 16  hours,12461,0,0.06,11,0,0,10.8,18,3,3,3,2
19/06/2019,16,19/06/2019 : 16  hours,19561,0,0,15,0,0,7.8,13,2,8,2,3
19/06/2019,16,19/06/2019 : 16  hours,39121,0,0.86,11,0,0,24,40,1,5,1,4
19/06/2019,16,19/06/2019 : 16  hours,10042,0,0.24,9,0,0,2.4,4,7,0,0,2
19/06/2019,16,19/06/2019 : 16  hours,12562,0,0.19,19,0,0,15.6,26,2,10,3,4
19/06/2019,16,19/06/2019 : 16  hours,26092,0,0.79,23,0,0,0.6,1,10,4,9,0
19/06/2019,16,19/06/2019 : 16  hours,31142,0,0.18,33,0,0,25.8,43,7,10,9,7
19/06/2019,16,19/06/2019 : 16  hours,34152,0,0.63,12,0,0,25.2,42,0,2,10,0
19/06/2019,16,19/06/2019 : 16  hours,31032,0,0.18,19,0,0,9.6,16,8,2,0,9
19/06/2019,16,19/06/2019 : 16  hours,26112,0,0.46,12,0,0,22.8,38,3,6,2,1
19/06/2019,16,19/06/2019 : 16  hours,32012,0,0.27,28,0,0,11.4,19,6,10,8,4
19/06/2019,16,19/06/2019 : 16  hours,11282,0,0.79,32,0,0,7.2,12,9,7,10,6
19/06/2019,16,19/06/2019 : 16  hours,23142,0,0.66,24,0,0,21.6,36,5,6,4,9
19/06/2019,16,19/06/2019 : 16  hours,35362,0,0.15,17,0,0,1.2,2,7,10,0,0
19/06/2019,16,19/06/2019 : 16  hours,20062,0,0.24,23,0,0,7.2,12,9,7,6,1
19/06/2019,16,19/06/2019 : 16  hours,37152,0,0.8,22,0,0,9,15,8,8,0,6
19/06/2019,16,19/06/2019 : 16  hours,31162,0,0.35,15,0,0,12.6,21,6,1,5,3
19/06/2019,16,19/06/2019 : 16  hours,21132,0,0.36,29,0,0,20.4,34,2,10,8,9
19/06/2019,16,19/06/2019 : 16  hours,28362,0,0.98,17,0,0,12,20,6,6,1,4
19/06/2019,16,19/06/2019 : 16  hours,23612,0,0.84,16,0,0,1.2,2,5,9,2,0
19/06/2019,16,19/06/2019 : 16  hours,32022,0,0.09,15,0,0,24.6,41,1,6,2,6
19/06/2019,16,19/06/2019 : 16  hours,39242,0,0.32,15,0,0,17.4,29,5,1,9,0
19/06/2019,16,19/06/2019 : 16  hours,18742,0,0.59,35,0,0,5.4,9,10,9,8,8
19/06/2019,16,19/06/2019 : 16  hours,30052,0,0.31,16,0,0,3.6,6,4,7,4,1
19/06/2019,16,19/06/2019 : 16  hours,12462,0,0.95,24,0,0,6,10,3,9,8,4
19/06/2019,16,19/06/2019 : 16  hours,19562,0,0.13,25,0,0,4.8,8,8,1,7,9
19/06/2019,16,19/06/2019 : 16  hours,39122,0,0.83,26,0,0,15.6,26,7,10,3,6
19/06/2019,16,19/06/2019 : 16  hours,10043,0,0.67,21,0,0,19.8,33,7,2,4,8
19/06/2019,16,19/06/2019 : 16  hours,12563,0,0.82,22,0,0,19.2,32,9,5,4,4
19/06/2019,16,19/06/2019 : 16  hours,26093,0,0.27,29,0,0,6.6,11,6,9,8,6
19/06/2019,16,19/06/2019 : 16  hours,31143,0,0.33,6,0,0,27,45,0,5,1,0
19/06/2019,16,19/06/2019 : 16  hours,34153,0,0.18,21,0,0,7.2,12,9,2,5,5
19/06/2019,16,19/06/2019 : 16  hours,31033,0,0.63,23,0,0,15,25,5,8,1,9
19/06/2019,16,19/06/2019 : 16  hours,26113,0,0.22,13,0,0,1.8,3,1,1,10,1
19/06/2019,16,19/06/2019 : 16  hours,32013,0,0.59,18,0,0,2.4,4,4,1,10,3
19/06/2019,16,19/06/2019 : 16  hours,11283,0,0.31,11,0,0,13.8,23,0,6,3,2
19/06/2019,16,19/06/2019 : 16  hours,23143,0,0.43,19,0,0,21,35,6,2,9,2
19/06/2019,16,19/06/2019 : 16  hours,35363,0,0.13,26,0,0,6,10,7,5,5,9
19/06/2019,16,19/06/2019 : 16  hours,20063,0,0.15,11,0,0,7.8,13,4,2,1,4
19/06/2019,16,19/06/2019 : 16  hours,37153,0,0.14,9,0,0,0.6,1,4,5,0,0
19/06/2019,16,19/06/2019 : 16  hours,31163,0,0.75,20,0,0,15.6,26,2,7,3,8
19/06/2019,16,19/06/2019 : 16  hours,21133,0,0.32,19,0,0,22.8,38,9,2,4,4
19/06/2019,16,19/06/2019 : 16  hours,28363,0,0,24,0,0,10.2,17,1,6,8,9
19/06/2019,16,19/06/2019 : 16  hours,23613,0,0.51,18,0,0,19.2,32,8,5,3,2
19/06/2019,16,19/06/2019 : 16  hours,32023,0,0.89,18,0,0,17.4,29,3,6,2,7
19/06/2019,16,19/06/2019 : 16  hours,39243,0,0.42,14,0,0,18,30,5,5,2,2
19/06/2019,16,19/06/2019 : 16  hours,18743,0,0.92,27,0,0,6.6,11,7,5,5,10
19/06/2019,16,19/06/2019 : 16  hours,30053,0,0.33,24,0,0,13.2,22,9,1,6,8
19/06/2019,16,19/06/2019 : 16  hours,12463,0,0.85,34,0,0,7.8,13,10,5,9,10
19/06/2019,16,19/06/2019 : 16  hours,19563,0,0.53,29,0,0,17.4,29,9,10,8,2
19/06/2019,16,19/06/2019 : 16  hours,39123,0,0.78,24,0,0,22.8,38,2,9,9,4
19/06/2019,17,19/06/2019 : 17  hours,10041,0,0.45,19,0,0,20.4,34,6,7,1,5
19/06/2019,17,19/06/2019 : 17  hours,12561,0,0.67,11,0,0,17.4,29,2,1,8,0
19/06/2019,17,19/06/2019 : 17  hours,26091,0,0.41,11,0,0,1.2,2,4,2,2,3
19/06/2019,17,19/06/2019 : 17  hours,31141,0,0.49,22,0,0,13.8,23,0,7,6,9
19/06/2019,17,19/06/2019 : 17  hours,34151,0,0.06,18,0,0,26.4,44,5,6,0,7
19/06/2019,17,19/06/2019 : 17  hours,31031,0,0.54,13,0,0,13.8,23,1,6,4,2
19/06/2019,17,19/06/2019 : 17  hours,26111,0,0.04,23,0,0,24.6,41,5,4,7,7
19/06/2019,17,19/06/2019 : 17  hours,32011,0,0.67,22,0,0,9,15,3,6,10,3
19/06/2019,17,19/06/2019 : 17  hours,11281,0,0.25,25,0,0,12,20,9,9,2,5
19/06/2019,17,19/06/2019 : 17  hours,23141,0,0.95,14,0,0,13.2,22,0,3,5,6
19/06/2019,17,19/06/2019 : 17  hours,35361,0,0.92,15,0,0,1.2,2,1,5,1,8
19/06/2019,17,19/06/2019 : 17  hours,20061,0,0.58,24,0,0,9,15,5,8,3,8
19/06/2019,17,19/06/2019 : 17  hours,37151,0,0.8,24,0,0,9.6,16,3,9,4,8
19/06/2019,17,19/06/2019 : 17  hours,31161,0,0.41,22,0,0,8.4,14,5,2,8,7
19/06/2019,17,19/06/2019 : 17  hours,21131,0,0.61,19,0,0,18.6,31,6,5,4,4
19/06/2019,17,19/06/2019 : 17  hours,28361,0,0,13,0,0,3.6,6,1,4,6,2
19/06/2019,17,19/06/2019 : 17  hours,23611,0,0.87,17,0,0,1.8,3,4,0,5,8
19/06/2019,17,19/06/2019 : 17  hours,32021,0,0.42,14,0,0,12,20,7,1,5,1
19/06/2019,17,19/06/2019 : 17  hours,39241,0,0.44,23,0,0,12.6,21,7,3,4,9
19/06/2019,17,19/06/2019 : 17  hours,18741,0,0.61,24,0,0,11.4,19,2,6,10,6
19/06/2019,17,19/06/2019 : 17  hours,30051,0,0.8,21,0,0,8.4,14,6,3,2,10
19/06/2019,17,19/06/2019 : 17  hours,12461,0,0.42,34,0,0,15.6,26,7,10,8,9
19/06/2019,17,19/06/2019 : 17  hours,19561,0,0.54,18,0,0,22.8,38,9,3,3,3
19/06/2019,17,19/06/2019 : 17  hours,39121,0,0.56,14,0,0,0.6,1,2,7,5,0
19/06/2019,17,19/06/2019 : 17  hours,10042,0,0.89,18,0,0,5.4,9,1,7,5,5
19/06/2019,17,19/06/2019 : 17  hours,12562,0,0.27,27,0,0,1.8,3,1,10,7,9
19/06/2019,17,19/06/2019 : 17  hours,26092,0,0.94,14,0,0,7.2,12,0,3,5,6
19/06/2019,17,19/06/2019 : 17  hours,31142,0,0.13,16,0,0,4.2,7,6,1,1,8
19/06/2019,17,19/06/2019 : 17  hours,34152,0,0.1,22,0,0,2.4,4,4,10,5,3
19/06/2019,17,19/06/2019 : 17  hours,31032,0,0.15,17,0,0,6.6,11,0,5,8,4
19/06/2019,17,19/06/2019 : 17  hours,26112,0,0.31,33,0,0,16.8,28,7,9,8,9
19/06/2019,17,19/06/2019 : 17  hours,32012,0,0.84,8,0,0,14.4,24,1,3,2,2
19/06/2019,17,19/06/2019 : 17  hours,11282,0,0.49,20,0,0,21.6,36,0,9,7,4
19/06/2019,17,19/06/2019 : 17  hours,23142,0,0.78,7,0,0,0.6,1,4,1,0,2
19/06/2019,17,19/06/2019 : 17  hours,35362,0,0.03,24,0,0,1.8,3,8,9,2,5
19/06/2019,17,19/06/2019 : 17  hours,20062,0,0.34,11,0,0,17.4,29,3,1,5,2
19/06/2019,17,19/06/2019 : 17  hours,37152,0,0.14,5,0,0,10.2,17,0,3,1,1
19/06/2019,17,19/06/2019 : 17  hours,31162,0,0.37,17,0,0,1.8,3,0,8,1,8
19/06/2019,17,19/06/2019 : 17  hours,21132,0,0.69,20,0,0,6.6,11,1,9,5,5
19/06/2019,17,19/06/2019 : 17  hours,28362,0,0.85,25,0,0,21.6,36,1,8,8,8
19/06/2019,17,19/06/2019 : 17  hours,23612,0,0.59,30,0,0,1.8,3,5,10,8,7
19/06/2019,17,19/06/2019 : 17  hours,32022,0,0.7,23,0,0,22.2,37,4,10,1,8
19/06/2019,17,19/06/2019 : 17  hours,39242,0,0.83,12,0,0,0,0,2,7,0,3
19/06/2019,17,19/06/2019 : 17  hours,18742,0,0.7,30,0,0,22.8,38,7,8,10,5
19/06/2019,17,19/06/2019 : 17  hours,30052,0,0.39,19,0,0,25.8,43,6,7,0,6
19/06/2019,17,19/06/2019 : 17  hours,12462,0,0.43,15,0,0,13.2,22,6,0,5,4
19/06/2019,17,19/06/2019 : 17  hours,19562,0,0.35,9,0,0,4.2,7,5,0,2,2
19/06/2019,17,19/06/2019 : 17  hours,39122,0,0.62,22,0,0,4.8,8,7,9,1,5
19/06/2019,17,19/06/2019 : 17  hours,10043,0,0.27,21,0,0,9,15,7,9,4,1
19/06/2019,17,19/06/2019 : 17  hours,12563,0,0.23,12,0,0,18,30,9,0,1,2
19/06/2019,17,19/06/2019 : 17  hours,26093,0,0.4,21,0,0,22.2,37,10,2,4,5
19/06/2019,17,19/06/2019 : 17  hours,31143,0,0.92,22,0,0,25.2,42,9,4,0,9
19/06/2019,17,19/06/2019 : 17  hours,34153,0,0.18,21,0,0,17.4,29,8,8,3,2
19/06/2019,17,19/06/2019 : 17  hours,31033,0,0.54,27,0,0,25.8,43,8,9,10,0
19/06/2019,17,19/06/2019 : 17  hours,26113,0,0.84,22,0,0,22.8,38,10,2,1,9
19/06/2019,17,19/06/2019 : 17  hours,32013,0,0.18,32,0,0,19.2,32,8,6,10,8
19/06/2019,17,19/06/2019 : 17  hours,11283,0,0.82,21,0,0,19.8,33,1,4,8,8
19/06/2019,17,19/06/2019 : 17  hours,23143,0,0.05,15,0,0,21.6,36,1,10,2,2
19/06/2019,17,19/06/2019 : 17  hours,35363,0,0.49,27,0,0,18,30,5,8,8,6
19/06/2019,17,19/06/2019 : 17  hours,20063,0,0.77,24,0,0,7.2,12,7,3,10,4
19/06/2019,17,19/06/2019 : 17  hours,37153,0,0.17,21,0,0,13.2,22,5,7,5,4
19/06/2019,17,19/06/2019 : 17  hours,31163,0,0.68,18,0,0,21.6,36,5,3,10,0
19/06/2019,17,19/06/2019 : 17  hours,21133,0,0.06,30,0,0,27,45,7,5,10,8
19/06/2019,17,19/06/2019 : 17  hours,28363,0,0.99,14,0,0,21,35,7,1,3,3
19/06/2019,17,19/06/2019 : 17  hours,23613,0,0.82,27,0,0,21,35,3,5,9,10
